Date,Hardware Identifier,What Failed,Description of Failure,Action Taken
4/25/2006 9:35,node 235,DISK,"i/o error on drive sdb",REPLACE,
4/25/2006 9:40,node 471,DISK,"i/o error on drive sdi",REPLACE,
4/25/2006 9:42,node 504,DISK,"i/o errors on drive sdb",REPLACE,
4/25/2006 9:43,node 504,DIMM,"cmc errors",DIAGNOSTICS,
4/25/2006 9:45,node 964,DIMM,"cmc errors",REPLACE,
4/25/2006 9:51,dtemp storage 23,HSV,"i/o errors on hsv23 drive 9/8",REPLACE,
4/25/2006 9:53,dtemp storage 28,HSV,"i/o error on hsv28 drive 7/14",REPLACE,
4/26/2006 10:08,node 902,DISK,"i/o error on drive sda",REPLACE,
4/27/2006 7:39,node 449,CPU,"led error, turbo cooler 1",REPLACE,
4/27/2006 7:41,node 819,DIMM,"cmc errors",DIAGNOSTICS,
4/27/2006 7:42,node 894,OS,"system crash",DIAGNOSTICS,
4/28/2006 7:45,node 449,DISK,"failed speed test",REPLACE,
4/28/2006 7:47,node 571,OS,"out of memory error",DIAGNOSTICS,
4/28/2006 7:49,node 572,OS,"out of memory error",DIAGNOSTICS,
4/28/2006 7:50,node 573,OS,"out of memory error",DIAGNOSTICS,
4/28/2006 7:51,node 934,OS,"out of memory error",DIAGNOSTICS,
5/1/2006 8:24,node 143,DISK,"i/o error on drive sde",REPLACE,
5/1/2006 8:26,node 203,DIMM,"cmc errors",DIAGNOSTICS,
5/1/2006 8:28,node 464,CABLE,"i/o errors on ext chain",REPLACE,
5/1/2006 8:30,node 509,DIMM,"cmc errors",DIAGNOSTICS,
5/1/2006 8:32,dtemp storage 04,HSV,"i/o error on hsv04 drive 1/4",REPLACE,
5/2/2006 8:44,node 428,OS,"XFS system crash",DIAGNOSTICS,
5/2/2006 8:46,node 467,OS,"system crash",DIAGNOSTICS,
5/2/2006 8:47,node 978,CPU,"cmc errors",REPLACE,
5/2/2006 8:49,dtemp storage 20,HSV,"i/o error on hsv20 drive 15/10",REPLACE,
5/2/2006 8:51,dtemp storage 32,HSV,"i/o error on hsv32 drive 9/2",REPLACE,
5/3/2006 9:12,node 245,DIMM,"cmc errors",DIAGNOSTICS,
5/3/2006 9:14,node 557,OS,"system crash",DIAGNOSTICS,
5/5/2006 9:21,node 150,CPU,"led error ",REPLACE,
5/5/2006 9:23,node 292,DIMM,"cmc errors",DIAGNOSTICS,
5/5/2006 9:24,node 406,DISK,"i/o error on drive sdi",REPLACE,
5/5/2006 9:27,node 414,CPU,"cmc errors",REPLACE,
5/5/2006 9:29,node 541,DIMM,"cmc errors",DIAGNOSTICS,
5/5/2006 9:30,dtemp storage 24,HSV,"i/o errors on hsv24 drive 2/8",REPLACE,
5/8/2006 9:34,node 19,DISK,"i/o error on drive sdi",REPLACE,
5/8/2006 9:36,node 64,DISK,"i/o error on drive sdf",REPLACE,
5/8/2006 9:37,node 66,CPU,"cmc errors",DIAGNOSTICS,
5/8/2006 9:42,node 170,DISK,"i/o error on drive sdc",REPLACE,
5/8/2006 9:44,node 193,DISK,"i/o error on drive sdg",REPLACE,
5/8/2006 9:45,node 206,DISK,"i/o error on drive sdf",REPLACE,
5/8/2006 9:48,node 483,CPU,"cmc errors",REPLACE,
5/8/2006 9:49,cyclade server 62,CNTLR,"system hang on cts62",REBOOT,
5/9/2006 7:56,node 19,OS,"dtemp not loaded",UPDATE_SW,
5/9/2006 7:58,node 64,OS,"dtemp not loaded",UPDATE_SW,
5/9/2006 8:00,node 66,OS,"dtemp not loaded",UPDATE_SW,
5/9/2006 8:02,node 193,OS,"dtemp not loaded",UPDATE_SW,
5/9/2006 8:04,node 460,CPU,"led error",REPLACE,
5/9/2006 8:05,node 576,DIMM,"cmc errors",DIAGNOSTICS,
5/9/2006 8:07,node 837,DIMM,"cmc errors",DIAGNOSTICS,
5/9/2006 8:09,node 850,DIMM,"cmc errors",REPLACE,
5/9/2006 8:11,cyclade server 62,MISC,"console switch unresponsive",REPLACE,
5/9/2006 8:14,cyclade server 79,MISC,"console switch unresponsive",REPLACE,
5/10/2006 9:48,node 165,DISK,"i/o errors on drive sdb",REPLACE,
5/10/2006 9:50,node 223,DISK,"i/o errors on drive sde",REPLACE,
5/10/2006 9:51,node 435,DISK,"i/o error on drive sdc",REPLACE,
5/10/2006 9:53,node 721,OS,"out of memory error",DIAGNOSTICS,
5/10/2006 9:54,node 722,OS,"out of memory error",DIAGNOSTICS,
5/10/2006 9:55,node 723,OS,"out of memory error",DIAGNOSTICS,
5/10/2006 9:57,node 724,OS,"out of memory error",DIAGNOSTICS,
5/10/2006 9:58,node 731,OS,"out of memory error",DIAGNOSTICS,
5/10/2006 9:59,node 762,DIMM,"cmc errors",DIAGNOSTICS,
5/11/2006 10:05,node 284,DIMM,"cmc errors",DIAGNOSTICS,
5/12/2006 10:20,node 84,DIMM,"cmc errors",DIAGNOSTICS,
5/12/2006 10:23,node 210,DIMM,"cmc errors",DIAGNOSTICS,
5/12/2006 10:25,node 319,DIMM,"cmc errors",DIAGNOSTICS,
5/12/2006 10:26,node 544,OS,"out of memory error",DIAGNOSTICS,
5/12/2006 10:29,node 549,OS,"out of memory error",DIAGNOSTICS,
5/12/2006 10:30,node 550,OS,"out of memory error",DIAGNOSTICS,
5/12/2006 10:31,node 554,OS,"out of memory",DIAGNOSTICS,
5/12/2006 10:33,node 555,OS,"out of memory error",DIAGNOSTICS,
5/12/2006 10:34,node 561,OS,"out of memory error",DIAGNOSTICS,
5/12/2006 10:35,node 566,DISK,"i/o error on drive sda",REPLACE,
5/12/2006 10:37,node 960,DIMM,"cmc errors",REPLACE,
5/12/2006 10:41,node 45,DISK,"i/o error on drive sdf",REPLACE,
5/12/2006 10:43,node 71,DISK,"i/o error on drive sdh",REPLACE,
5/12/2006 10:44,node 90,DISK,"i/o error on drive sdi",REPLACE,
5/12/2006 10:45,node 206,DISK,"i/o error on drive sdh",REPLACE,
5/12/2006 10:47,node 256,DISK,"i/o error on drive sde",REPLACE,
5/12/2006 10:48,node 282,DISK,"i/o error on drive sdh",REPLACE,
5/12/2006 10:50,node 282,DISK,"i/o error on drive sdg",REPLACE,
5/12/2006 10:51,node 307,DISK,"i/o error on drive sdg",REPLACE,
5/12/2006 10:54,node 327,DISK,"i/o error on drive sdb",REPLACE,
5/12/2006 10:55,node 491,DISK,"i/o error on drive sde",REPLACE,
5/12/2006 10:57,node 525,DISK,"i/o error on drive sda",REPLACE,
5/12/2006 10:58,node 743,DISK,"i/o error on sda",REPLACE,
5/12/2006 11:00,node 896,DISK,"i/o error on drive sdb",REPLACE,
5/15/2006 12:00,node 13,DISK,"i/o error on drive sde",REPLACE,
5/15/2006 12:03,node 15,DISK,"i/o error on drive sdh",REPLACE,
5/15/2006 12:05,node 37,DISK,"i/o error on drive sdb",REPLACE,
5/15/2006 12:06,node 39,DISK,"i/o error on drive sdb",REPLACE,
5/15/2006 12:08,node 95,DISK,"i/o error on drive sdc",REPLACE,
5/15/2006 12:09,node 98,DISK,"i/o error on drive sde",REPLACE,
5/15/2006 12:10,node 99,DISK,"i/o error on drive sdg",REPLACE,
5/15/2006 12:12,node 119,DISK,"i/o error on drive sdf",REPLACE,
5/15/2006 12:13,node 131,DISK,"i/o error on drive sdb",REPLACE,
5/15/2006 12:14,node 133,DISK,"i/o errors on drive sdb",REPLACE,
5/15/2006 12:16,node 157,DISK,"i/o errors on drive sdh",REPLACE,
5/15/2006 12:17,node 221,DIMM,"cmc errors",DIAGNOSTICS,
5/15/2006 12:19,node 247,DIMM,"cmc errors",DIAGNOSTICS,
5/15/2006 12:20,node 256,DISK,"i/o errors on drive sdb",REPLACE,
5/15/2006 12:22,node 277,DISK,"i/o errors on drive sde",REPLACE,
5/15/2006 12:23,node 277,DISK,"i/o errors on drive sdb",REPLACE,
5/15/2006 12:25,node 291,DISK,"i/o errors on drive sdc",REPLACE,
5/15/2006 12:26,node 367,UNKNOWN,"system hang",REBOOT,
5/15/2006 12:28,node 368,UNKNOWN,"system crash",REBOOT,
5/15/2006 12:29,node 369,UNKNOWN,"system crash",REBOOT,
5/15/2006 12:30,node 370,UNKNOWN,"system crash",REBOOT,
5/15/2006 12:32,node 371,UNKNOWN,"system crash",REBOOT,
5/15/2006 12:33,node 373,UNKNOWN,"system crash",REBOOT,
5/15/2006 12:35,node 375,UNKNOWN,"system crash",REBOOT,
5/15/2006 12:36,node 377,UNKNOWN,"system crash",REBOOT,
5/15/2006 12:38,node 379,UNKNOWN,"system crash",REBOOT,
5/15/2006 12:39,node 382,UNKNOWN,"system crash",REBOOT,
5/15/2006 12:41,node 383,UNKNOWN,"system crash",REBOOT,
5/15/2006 12:42,node 384,UNKNOWN,"system crash",REBOOT,
5/15/2006 12:43,node 439,DIMM,"cmc errors",DIAGNOSTICS,
5/15/2006 12:45,node 518,DISK,"i/o errors on drive sdc",REPLACE,
5/15/2006 12:46,node 521,UNKNOWN,"system crash ",REBOOT,
5/15/2006 12:48,node 543,UNKNOWN,"system crash",REBOOT,
5/15/2006 12:50,node 544,UNKNOWN,"system crash",REBOOT,
5/15/2006 12:51,node 549,DIMM,"cmc errors",DIAGNOSTICS,
5/15/2006 12:53,node 550,DISK,"i/o errors on drive sdh",REPLACE,
5/15/2006 12:54,node 554,UNKNOWN,"system crash",REBOOT,
5/15/2006 12:55,node 555,DISK,"i/o errors on drive sdi",REPLACE,
5/15/2006 13:00,node 885,OS,"filesystem hang",REBOOT,
5/15/2006 13:01,node 914,CPU,"led error",REPLACE,
5/15/2006 13:03,node 953,CPU,"cmc errors",REPLACE,
5/16/2006 9:02,node 0,OS,"bad magic number",REBOOT,
5/16/2006 9:04,node 283,CPU,"led error turbo fan 0",REPLACE,
5/16/2006 9:09,node 482,DISK,"i/o error on drive sde",REPLACE,
5/16/2006 9:10,node 509,DISK,"i/o error on drive sdd",REPLACE,
5/16/2006 9:12,node 793,OS,"file system hang",DIAGNOSTICS,
5/16/2006 9:13,node 809,OS,"filesystem hang",DIAGNOSTICS,
5/17/2006 9:18,node 216,DISK,"i/o error on drive sdg",REPLACE,
5/17/2006 9:19,node 399,CABLE,"i/o error on scsi chain B",REPLACE,
5/16/2006 9:21,node 129,DISK,"i/o error on drive sdi",REPLACE,
5/17/2006 9:26,dtemp storage 05,HSV,"i/o error on hsv05 drive 3/11",REPLACE,
5/19/2006 9:33,node 253,DISK,"i/o error on drive sdc",REPLACE,
5/19/2006 9:34,quadrics switch 0N03,ELAN4,"replaced power supply B",REPLACE,
5/19/2006 9:36,node 532,MISC,"replaced pdu for R2-C15",REPLACE,
5/22/2006 9:40,node 190,CABLE,"i/o error on ext chain B",REPLACE,
5/22/2006 9:42,node 288,DISK,"i/o error on drive sdh",REPLACE,
5/22/2006 9:45,node 362,DISK,"i/o error on drive sdg",REPLACE,
5/22/2006 9:46,node 858,PLATFORM,"mca error",REPLACE,
5/24/2006 9:55,node 64,DISK,"i/o error on sda",REPLACE,
5/24/2006 10:14,node 113,OS,"system oops",DIAGNOSTICS,
5/24/2006 10:17,node 165,DISK,"i/o error on sda",REPLACE,
5/24/2006 10:18,node 263,DISK,"i/o error on drive sdh",REPLACE,
5/24/2006 10:19,node 296,DIMM,"cmc errors",DIAGNOSTICS,
5/24/2006 10:21,node 394,DISK,"i/o error on drive sdh",REPLACE,
5/24/2006 10:23,node 431,CPU,"cmc errors",REPLACE,
5/24/2006 10:26,node 454,DISK,"i/o error on drive sde",REPLACE,
5/24/2006 10:27,node 773,CPU,"cmc errors",DIAGNOSTICS,
5/24/2006 10:29,node 909,OS,"system oops",REBOOT,
5/24/2006 10:30,dtemp storage 02,HSV,"i/o error on hsv02 drive 7/4",REPLACE,
5/25/2006 10:34,node 135,DISK,"i/o error on drive sdb",REPLACE,
5/25/2006 10:35,node 220,DISK,"i/o error on drive sdd",REPLACE,
5/25/2006 10:36,node 867,DIMM,"cmc errors",DIAGNOSTICS,
5/26/2006 10:38,node 197,OS,"d stated process",REBOOT,
5/30/2006 10:45,node 4,DISK,"i/o error on drive sde",REPLACE,
5/30/2006 10:46,node 127,PS,"system crash",REPLACE,
5/30/2006 10:48,node 130,DIMM,"cmc errors",DIAGNOSTICS,
5/30/2006 10:49,node 143,DIMM,"cmc errors",DIAGNOSTICS,
5/30/2006 10:51,node 165,OS,"node hung",DIAGNOSTICS,
5/30/2006 10:53,node 296,DIMM,"cmc errors",DIAGNOSTICS,
5/30/2006 10:55,node 463,DISK,"i/o error on drive sdh",REPLACE,
5/30/2006 10:56,node 464,DISK,"i/o error on drive sde",REPLACE,
5/30/2006 10:58,node 467,CPU,"cmc errors",DIAGNOSTICS,
5/30/2006 10:59,node 478,DISK,"i/o error on drive sdf",REPLACE,
5/30/2006 11:01,node 542,DISK,"i/o error on drive sdb",REPLACE,
5/30/2006 11:03,node 564,DISK,"i/o error on drive sdg",REPLACE,
5/30/2006 11:05,node 847,DIMM,"cmc errors",DIAGNOSTICS,
5/31/2006 11:25,node 431,OS,"xfs error",REBOOT,
5/31/2006 11:27,node 539,DISK,"i/o errors on drive sdf",REPLACE,
5/31/2006 11:28,node 551,OS,"xfs error",REBOOT,
6/1/2006 8:43,node 249,DISK,"i/o error on drive sdf",REPLACE,
6/1/2006 8:44,node 538,DIMM,"cmc errors",DIAGNOSTICS,
6/1/2006 8:46,node 963,DIMM,"cmc errors",REPLACE,
6/1/2006 8:51,dtemp storage 32,HSV,"i/o error on hsv32 drive 11/1",REPLACE,
6/2/2006 8:59,node 525,DISK,"i/o errors on drive sdf",REPLACE,
6/2/2006 9:01,node 541,SCSI_BP,"i/o errors on internal scsi chain A",REPLACE,
6/2/2006 9:03,dtemp storage 04,HSV,"i/o error on hsv04 drive 15/14",REPLACE,
6/2/2006 9:04,dtemp storage 10,HSV,"errors on hsv10 controler A",REPLACE,
6/5/2006 9:10,node 95,DIMM,"cmc errors",DIAGNOSTICS,
6/5/2006 9:12,node 200,DIMM,"cmc errors",DIAGNOSTICS,
6/5/2006 9:13,dtemp storage 15,HSV,"fan error on hsv15",REPLACE,
6/5/2006 9:15,home storage 4,HSV,"i/o error on pnnl-hsv4 drive 1/6",REPLACE,
6/6/2006 9:18,node 319,DIMM,"cmc errors",DIAGNOSTICS,
6/6/2006 9:19,node 414,DISK,"i/o errors on drive sdb",REPLACE,
6/6/2006 9:21,node 455,DISK,"i/o errors on drive sdg",REPLACE,
6/7/2006 9:24,node 324,DISK,"i/o errors on drive sdf",REPLACE,
6/7/2006 9:26,node 344,DISK,"i/o errors on drive sdi",REPLACE,
6/7/2006 9:27,node 541,PLATFORM,"i/o errors on chain A",REPLACE,
6/7/2006 9:29,node 593,DIMM,"cmc errors",DIAGNOSTICS,
6/7/2006 9:31,node 809,CPU,"cmc errors",REPLACE,
6/9/2006 9:34,node 189,DISK,"i/o errors on drive sdc",REPLACE,
6/9/2006 9:35,node 375,DISK,"i/o errors on drive sdc",REPLACE,
6/9/2006 9:37,node 509,CNTLR,"i/o errors on external chain B",REPLACE,
6/12/2006 10:19,node 98,DISK,"i/o errors on drive sdh",REPLACE,
6/12/2006 10:21,node 165,DISK,"i/o errors on drive sda",REPLACE,
6/12/2006 10:22,node 253,DISK,"i/o errors on drive sdc",REPLACE,
6/12/2006 10:23,node 337,DISK,"i/o errors on drive sdc",REPLACE,
6/12/2006 10:25,node 433,DIMM,"cmc errors",DIAGNOSTICS,
6/12/2006 10:26,dtemp storage 26,HSV,"i/o errors on hsv26 drive 5/12",REPLACE,
6/13/2006 10:29,node 663,DIMM,"cmc errors",DIAGNOSTICS,
6/13/2006 10:30,dtemp storage 04,HSV,"i/o errors on hsv04 drive 17/12",REPLACE,
6/13/2006 10:32,dtemp storage 24,HSV,"i/o errors on hsv24 drive 2/3",REPLACE,
6/14/2006 10:36,node 81,DIMM,"cmc errors",DIAGNOSTICS,
6/14/2006 10:37,node 723,CPU,"cmc errors",DIAGNOSTICS,
6/15/2006 10:40,node 383,DISK,"i/o error on drive sdh",REPLACE,
6/15/2006 10:41,node 701,DIMM,"cmc errors",DIAGNOSTICS,
6/15/2006 10:42,node 760,DIMM,"cmc errors",DIAGNOSTICS,
6/16/2006 10:46,node 165,CNTLR,"i/o errors on external chain A",REPLACE,
6/16/2006 10:48,node 188,DISK,"i/o errors on drive sdc",REPLACE,
6/16/2006 10:49,node 364,DIMM,"cmc errors",DIAGNOSTICS,
6/16/2006 10:51,node 479,DISK,"i/o errors on drive sdh",REPLACE,
6/16/2006 10:52,node 505,CABLE,"i/o errors on external chain A",REPLACE,
6/16/2006 10:53,node 549,DISK,"i/o errors on drive sdb",REPLACE,
6/16/2006 10:55,dtemp storage 09,HSV,"i/o errors on hsv09 drive 1/11",REPLACE,
6/19/2006 9:22,node 199,DISK,"i/o errors on drive sde",REPLACE,
6/19/2006 9:23,node 422,DISK,"i/o errors on drive sdg",REPLACE,
6/19/2006 9:25,node 512,DISK,"i/o errors on drive sdb",REPLACE,
6/19/2006 9:26,node 783,DIMM,"cmc errors",DIAGNOSTICS,
6/19/2006 9:33,node 842,DIMM,"cmc errors",DIAGNOSTICS,
6/21/2006 9:40,node 151,PS,"system rebooted",REPLACE,
6/21/2006 9:42,node 170,ELAN4,"crc errors",RESEAT,
6/21/2006 9:44,node 203,ELAN4,"crc errors",RESEAT,
6/21/2006 9:45,node 215,ELAN4,"crc errors",RESEAT,
6/21/2006 9:47,node 220,ELAN4,"crc errors",RESEAT,
6/21/2006 9:48,node 300,PS,"system hung",REPLACE,
6/21/2006 9:50,node 480,DISK,"i/o errors on drive sde",REPLACE,
6/21/2006 9:51,test node 5,DISK,"i/o errors on drive sdc",REPLACE,
6/23/2006 10:05,node 13,DISK,"i/o errors on drive sdi",REPLACE,
6/23/2006 10:06,node 425,DISK,"i/o errors on drive sdg",REPLACE,
6/23/2006 10:07,node 540,CPU,"led error",REPLACE,
6/23/2006 10:09,dtemp storage 27,HSV,"i/o errors on hsv27 drive 9/5",REPLACE,
6/23/2006 10:10,home storage 7,HSV,"i/o error on pnnl-hsv7 drive 10/13",REPLACE,
6/28/2006 8:31,node 22,DISK,"i/o error on drive sde",REPLACE,
6/28/2006 8:32,node 118,DISK,"i/o error on drive sdc",REPLACE,
6/28/2006 9:09,node 366,DIMM,"cmc errors",DIAGNOSTICS,
6/28/2006 9:10,node 471,DIMM,"cmc errors",DIAGNOSTICS,
6/28/2006 9:15,node 599,DIMM,"cmc errors",DIAGNOSTICS,
6/28/2006 9:16,node 657,DIMM,"cmc errors",DIAGNOSTICS,
6/28/2006 9:23,node 700,CPU,"cmc errors",DIAGNOSTICS,
6/28/2006 9:24,dtemp storage 05,HSV,"i/o errors on hsv05 drive 1/4",REPLACE,
6/28/2006 9:27,dtemp storage 17,HSV,"i/o error on hsv17 drive 1/6",REPLACE,
6/29/2006 9:31,node 17,DIMM,"cmc errors",DIAGNOSTICS,
6/29/2006 9:32,node 184,ELAN4,"mca",REPLACE,
6/29/2006 9:34,dtemp storage 13,HSV,"i/o error on hsv13 drive 3/1",REPLACE,
6/29/2006 9:36,dtemp storage 13,HSV,"i/o error on hsv13 drive 3/12",REPLACE,
6/29/2006 9:37,dtemp storage 28,HSV,"i/o error on hsv28 drive 6/5",REPLACE,
6/30/2006 9:38,node 248,DISK,"i/o error on drive sde",REPLACE,
7/5/2006 10:32,node 54,DIMM,"cmc errors",DIAGNOSTICS,
7/5/2006 10:34,node 186,DISK,"i/o error on sdd",REPLACE,
7/5/2006 10:37,node 242,DISK,"i/o error on sdg",REPLACE,
7/5/2006 10:38,node 280,DIMM,"cmc errors",DIAGNOSTICS,
7/5/2006 10:40,node 335,DISK,"i/o error on drive sdh",REPLACE,
7/5/2006 10:41,node 353,DISK,"i/o error on drive sdb",REPLACE,
7/5/2006 10:42,node 413,DISK,"i/o error on drive sdg",REPLACE,
7/5/2006 10:43,node 471,DIMM,"cmc errors ",DIAGNOSTICS,
7/5/2006 10:45,node 556,DIMM,"cmc errors ",DIAGNOSTICS,
7/5/2006 10:48,node 646,CPU,"cmc errors",DIAGNOSTICS,
7/5/2006 10:50,node 800,DIMM,"cmc errors",DIAGNOSTICS,
7/5/2006 10:52,dtemp storage 14,HSV,"i/o errors on hsv14 drive 7/12",REPLACE,
7/6/2006 10:56,node 419,DISK,"i/o error on drive sdc",REPLACE,
7/6/2006 10:59,node 471,DIMM,"cmc errors",DIAGNOSTICS,
7/6/2006 11:02,node 516,OS,"oom error",REBOOT,
7/6/2006 11:04,node 517,OS,"oom error ",REBOOT,
7/6/2006 11:05,node 517,DISK,"i/o error on drive sdb",REPLACE,
7/6/2006 11:08,node 770,DIMM,"cmc errors",DIAGNOSTICS,
7/6/2006 11:09,node 813,CPU,"cmc errors",DIAGNOSTICS,
7/7/2006 11:11,node 498,CPU,"cmc errors",DIAGNOSTICS,
7/10/2006 11:15,node 404,DISK,"i/o error on drive sdc",REPLACE,
7/10/2006 11:16,node 466,DISK,"i/o error on drive sdi",REPLACE,
7/10/2006 11:18,node 471,DIMM,"cmc errors",DIAGNOSTICS,
7/10/2006 11:19,node 757,CPU,"cmc errors",REPLACE,
7/10/2006 11:21,node 806,DIMM,"cmc errors",DIAGNOSTICS,
7/10/2006 11:22,node 882,DIMM,"cmc errors",DIAGNOSTICS,
7/11/2006 11:25,node 12,DISK,"i/o errors on drive sdh",REPLACE,
7/11/2006 11:27,node 262,DIMM,"cmc errors",REPLACE,
7/11/2006 11:28,node 891,CPU,"led error on turbo cooler 0",REPLACE,
7/11/2006 11:29,node 935,PLATFORM,"i/o errors on internal drives",REPLACE,
7/12/2006 8:13,node 263,DISK,"i/o error on drive sdd",REPLACE,
7/12/2006 8:14,node 471,CPU,"cmc errors",REPLACE,
7/12/2006 8:16,dtemp storage 13,HSV,"i/o error on hsv13 loop 2B controler B",REPLACE,
7/13/2006 8:22,node 44,OS,"xfs error",REBOOT,
7/13/2006 8:23,node 100,DISK,"i/o errors on drive sdi",REPLACE,
7/13/2006 8:25,node 472,CNTLR,"i/o errors on SCSI chain B",REPLACE,
7/13/2006 8:26,node 498,CPU,"led error on turbo cooler 1",REPLACE,
7/13/2006 8:27,node 498,DISK,"i/o error on drive sdb",REPLACE,
7/13/2006 8:28,node 532,DIMM,"cmc errors",DIAGNOSTICS,
7/13/2006 8:29,cyclade server 73,MISC,"no response from cts73",REPLACE,
7/15/2006 10:22,node 20,DISK,"i/o error on drive sdg",REPLACE,
7/15/2006 10:23,node 247,DISK,"i/o error on sdg",REPLACE,
7/15/2006 10:24,node 247,DISK,"i/o errors on drive sdh",REPLACE,
7/15/2006 10:26,node 263,CNTLR,"i/o errors on external chain B",REPLACE,
7/15/2006 10:28,node 401,DISK,"i/o errors on drive sdc",REPLACE,
7/15/2006 10:29,node 455,DISK,"i/o errors on drive sdf",REPLACE,
7/15/2006 10:30,node 547,DISK,"i/o errors on drive sdi",REPLACE,
7/15/2006 10:31,node 661,DIMM,"cmc errors",DIAGNOSTICS,
7/15/2006 10:33,node 759,PLATFORM,"will not boot",REPLACE,
7/15/2006 10:34,dtemp storage 10,HSV,"i/o errors on hsv10 controler A",REPLACE,
7/15/2006 10:36,dtemp storage 11,HSV,"i/o errors on hsv11 controler B",REPLACE,
7/15/2006 10:38,dtemp storage 15,HSV,"i/o errors on hsv15 drive 9/3",REPLACE,
7/15/2006 10:39,dtemp storage 31,HSV,"i/o error on hsv31 drive 10/12",REPLACE,
7/17/2006 10:44,node 317,DISK,"i/o error on drive sda",REPLACE,
7/17/2006 10:45,node 330,DIMM,"cmc errors",DIAGNOSTICS,
7/17/2006 10:46,node 354,DISK,"i/o errors on drive sdc",REPLACE,
7/17/2006 10:48,node 790,DIMM,"cmc errors",DIAGNOSTICS,
7/17/2006 10:49,node 879,DIMM,"cmc errors",DIAGNOSTICS,
7/17/2006 10:50,node 891,OS,"f/w led error",DIAGNOSTICS,
7/17/2006 10:53,dtemp storage 06,HSV,"i/o error on hsv06 drive 6/14",REPLACE,
7/17/2006 10:54,dtemp storage 23,HSV,"i/o error on hsv23 drive 11/10",REPLACE,
7/17/2006 10:56,home storage TEST,HSV,"i/o errors on PNNL-HSVTEST drive 2/1",REPLACE,
7/18/2006 10:58,node 495,DISK,"i/o errors on drive sdh",REPLACE,
7/20/2006 11:17,node 277,DISK,"i/o errors on drive sdi",REPLACE,
7/20/2006 11:18,node 395,CPU,"cmc errors",DIAGNOSTICS,
7/20/2006 11:19,node 549,CABLE,"i/o errors on external scsi chain A",REPLACE,
7/20/2006 11:22,node 799,CPU,"led turbo cooler error",REPLACE,
7/25/2006 8:08,node 22,DISK,"i/o error on drive sde",REPLACE,
7/25/2006 8:09,node 31,DIMM,"cmc errors",DIAGNOSTICS,
7/25/2006 8:11,node 35,OS,"XFS error",DIAGNOSTICS,
7/25/2006 8:12,node 262,CPU,"cmc errors",REPLACE,
7/25/2006 8:13,node 278,CPU,"cmc errors",DIAGNOSTICS,
7/25/2006 8:14,node 528,CNTLR,"i/o error on scsi chainB",REPLACE,
7/25/2006 8:16,node 656,CPU,"cmc errors",DIAGNOSTICS,
7/25/2006 8:17,node 657,PLATFORM,"cmc",REPLACE,
7/25/2006 8:19,cyclade server 58,MISC,"no response",REPLACE,
7/26/2006 8:23,node 174,DISK,"i/o error on drive sde",REPLACE,
7/26/2006 8:24,node 571,OS,"d-stated process stuck",DIAGNOSTICS,
7/26/2006 8:26,dtemp storage 22,HSV,"i/o error on hsv22 drive 5/12",REPLACE,
7/26/2006 8:27,dtemp storage 24,HSV,"i/o error on hsv24 drive 3/12",REPLACE,
7/27/2006 8:30,node 197,DISK,"failed speed test",REPLACE,
7/28/2006 8:36,node 464,DISK,"i/o error on drive sde",REPLACE,
7/28/2006 8:38,node 478,DIMM,"cmc errors",DIAGNOSTICS,
7/28/2006 13:53,dtemp storage 22,HSV,"i/o error on hsv22 drive 5/1",REPLACE,
7/31/2006 13:54,node 17,CPU,"led error",REPLACE,
7/31/2006 14:07,node 68,CNTLR,"i/o errors on external chainB",REPLACE,
7/31/2006 14:08,node 293,DIMM,"cmc errors",DIAGNOSTICS,
7/31/2006 14:10,node 441,DISK,"i/o error on sdb",REPLACE,
7/31/2006 14:11,node 474,DIMM,"cmc errors",DIAGNOSTICS,
7/31/2006 14:12,dtemp storage 21,HSV,"i/o errors on hsv21 drive 1/4",REPLACE,
8/1/2006 13:02,node 729,CPU,"led error",REPLACE,
8/1/2006 13:03,node 799,CPU,"system hang",REPLACE,
8/2/2006 13:05,node 31,DISK,"i/o errors",REPLACE,
8/2/2006 13:08,node 31,DISK,"sdb failed speed test",REPLACE,
8/2/2006 13:09,node 31,DISK,"sdc failed speed test",REPLACE,
8/2/2006 13:10,node 320,DISK,"i/o error on drive sdb",REPLACE,
8/2/2006 13:12,node 487,CPU,"cmc errors",DIAGNOSTICS,
8/2/2006 13:13,node 531,DISK,"i/o error on drive sdg",REPLACE,
8/2/2006 13:14,node 571,OS,"exceeded cleanup timelimit",REBOOT,
8/2/2006 13:17,node 656,CPU,"cmc errors",DIAGNOSTICS,
8/2/2006 13:18,node 2,DISK,"failed speed test",REPLACE,
8/2/2006 13:38,node 2,DISK,"failed speed test",REPLACE,
8/2/2006 13:39,node 65,DISK,"failed speed test",REPLACE,
8/2/2006 13:41,node 65,DISK,"failed speed test",REPLACE,
8/2/2006 13:42,node 65,DISK,"failed speed test",REPLACE,
8/2/2006 13:43,node 147,DISK,"failed speed test",REPLACE,
8/2/2006 13:44,node 147,DISK,"failed speed test",REPLACE,
8/2/2006 13:46,node 147,DISK,"failed speed test",REPLACE,
8/2/2006 13:47,node 242,DISK,"failed speed test",REPLACE,
8/2/2006 13:48,node 272,DISK,"failed speed test",REPLACE,
8/2/2006 13:49,node 272,DISK,"failed speed test",REPLACE,
8/2/2006 13:51,node 310,DISK,"failed speed test",REPLACE,
